"Location ID","Location Name","Location Group","Location Type","Sensor ID","Place Open","Local Date/Time","UTC Date/Time","# of aggregated records","PM2.5 (μg/m³) raw","PM2.5 (μg/m³) corrected","0.3μm particle count","CO2 (ppm) raw","CO2 (ppm) corrected","Temperature (°C) raw","Temperature (°C) corrected","Heat Index (°C)","Humidity (%) raw","Humidity (%) corrected","TVOC (ppb)","TVOC index","NOX index","PM1 (μg/m³)","PM10 (μg/m³)"
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-10 06:40:00","2025-09-09T23:40:00.000Z",2,22.8,22.8,2902,429,429,28.5,28.5,33.8,81,81,92,98,1,15.3,23.5
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-10 06:35:00","2025-09-09T23:35:00.000Z",1,22.3,22.3,2738,426,426,28.5,28.5,33.6,81,81,90,96,1,14.9,23.8
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-10 06:30:00","2025-09-09T23:30:00.000Z",2,22.5,22.5,2770,428,428,28.4,28.4,33.4,82,82,87,92,1,14.6,23.5
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-10 06:25:00","2025-09-09T23:25:00.000Z",2,23.2,23.2,2734,426,426,28.4,28.4,33.4,81,81,63,66,1,14.4,24.3
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-10 06:20:00","2025-09-09T23:20:00.000Z",1,19.7,19.7,1776,416,416,28.7,28.7,34,80,80,19,13,1,12.1,20.4
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 16:35:00","2025-09-09T09:35:00.000Z",1,7.2,7.2,1004,413,413,30.2,30.2,36.9,75,75,74,79,1,4.7,7.3
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 16:30:00","2025-09-09T09:30:00.000Z",2,6.6,6.6,991,410,410,30.3,30.3,37,75,75,77,82,1,4.6,6.9
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 16:25:00","2025-09-09T09:25:00.000Z",2,6.7,6.7,906,408,408,30.3,30.3,37,75,75,84,89,1,4.1,7
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 16:20:00","2025-09-09T09:20:00.000Z",1,4.9,4.9,728,409,409,30.4,30.4,37.3,75,75,88,94,1,3.7,5.3
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 16:15:00","2025-09-09T09:15:00.000Z",2,7,7,946,412,412,30.4,30.4,37.3,74,74,105,111,1,4.2,7.4
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 16:10:00","2025-09-09T09:10:00.000Z",2,8.9,8.9,1256,412,412,30.4,30.4,37.2,74,74,130,136,1,6.4,9.5
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 16:05:00","2025-09-09T09:05:00.000Z",1,10.8,10.8,1405,412,412,30.4,30.4,37.1,74,74,141,146,1,7.8,11.6
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 16:00:00","2025-09-09T09:00:00.000Z",2,10.5,10.5,1470,410,410,30.5,30.5,37.5,74,74,146,151,1,7.8,10.5
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 15:55:00","2025-09-09T08:55:00.000Z",2,10.5,10.5,1464,408,408,30.8,30.8,38.2,74,74,232,220,1,7.5,10.8
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 15:50:00","2025-09-09T08:50:00.000Z",1,8.5,8.5,1165,413,413,30.7,30.7,37.9,74,74,385,314,1,5.2,9.6
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 15:45:00","2025-09-09T08:45:00.000Z",2,7.4,7.4,1020,411,411,30.5,30.5,37.3,73,73,499,324,1,5.2,7.7
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 15:40:00","2025-09-09T08:40:00.000Z",2,7.2,7.2,1044,410,410,30.5,30.5,37.3,73,73,59,61,1,5.1,7.2
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 15:35:00","2025-09-09T08:35:00.000Z",1,5.8,5.8,850,410,410,30.5,30.5,37.2,73,73,59,62,1,3.8,5.8
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 15:30:00","2025-09-09T08:30:00.000Z",2,6.3,6.3,935,410,410,30.5,30.5,37.3,74,74,58,60,1,4.3,6.5
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 15:25:00","2025-09-09T08:25:00.000Z",2,4.5,4.5,742,408,408,30.5,30.5,37.2,74,74,52,54,1,3.3,4.6
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 15:20:00","2025-09-09T08:20:00.000Z",1,5.7,5.7,723,414,414,30.5,30.5,37.1,73,73,52,54,1,3.5,6.1
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 15:15:00","2025-09-09T08:15:00.000Z",2,4.7,4.7,680,414,414,30.5,30.5,37.2,73,73,54,56,1,3.2,4.9
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 15:10:00","2025-09-09T08:10:00.000Z",2,4.6,4.6,664,416,416,30.5,30.5,37.1,72,72,56,58,1,3.2,5.4
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 15:05:00","2025-09-09T08:05:00.000Z",1,4.9,4.9,758,413,413,30.7,30.7,37.2,71,71,57,59,1,3.7,5.8
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 15:00:00","2025-09-09T08:00:00.000Z",2,7.8,7.8,1081,422,422,30.7,30.7,37.3,72,72,57,60,1,5.6,7.9
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 14:55:00","2025-09-09T07:55:00.000Z",2,5.6,5.6,850,416,416,30.7,30.7,37.5,72,72,56,58,1,3.8,6
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 14:50:00","2025-09-09T07:50:00.000Z",1,5.7,5.7,797,411,411,30.7,30.7,37.4,72,72,55,57,1,4,5.7
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 14:45:00","2025-09-09T07:45:00.000Z",2,6.1,6.1,869,408,408,30.8,30.8,37.6,72,72,56,58,1,4.1,6.2
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 14:40:00","2025-09-09T07:40:00.000Z",2,6.9,6.9,1006,418,418,30.8,30.8,37.8,72,72,56,58,1,4.9,7.2
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 14:35:00","2025-09-09T07:35:00.000Z",1,6.2,6.2,1024,409,409,30.8,30.8,37.8,72,72,56,58,1,5.1,6.2
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 14:30:00","2025-09-09T07:30:00.000Z",2,5.9,5.9,898,408,408,30.8,30.8,37.8,72,72,56,58,1,3.8,6.3
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 14:25:00","2025-09-09T07:25:00.000Z",2,7.3,7.3,1022,410,410,30.8,30.8,37.5,72,72,58,60,1,4.9,7.7
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 14:20:00","2025-09-09T07:20:00.000Z",1,6.8,6.8,996,410,410,30.7,30.7,37.4,72,72,59,61,1,4.4,7.1
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 14:15:00","2025-09-09T07:15:00.000Z",2,8.6,8.6,1260,412,412,30.8,30.8,37.8,73,73,61,64,1,5.8,8.9
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 14:10:00","2025-09-09T07:10:00.000Z",2,6.1,6.1,950,415,415,30.8,30.8,37.6,72,72,61,64,1,4.1,6.4
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 14:05:00","2025-09-09T07:05:00.000Z",1,8.1,8.1,1179,413,413,30.9,30.9,37.9,72,72,64,67,1,5.5,8.1
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 14:00:00","2025-09-09T07:00:00.000Z",2,7.3,7.3,1110,421,421,30.8,30.8,37.7,72,72,69,73,1,5,7.5
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 13:55:00","2025-09-09T06:55:00.000Z",2,7.2,7.2,1006,425,425,30.6,30.6,37,72,72,72,76,1,4.9,7.5
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 13:50:00","2025-09-09T06:50:00.000Z",1,8.6,8.6,1402,422,422,30.6,30.6,37.3,73,73,83,88,1,6.4,9
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 13:45:00","2025-09-09T06:45:00.000Z",2,11.3,11.3,1636,422,422,30.6,30.6,37.5,74,74,81,86,1,8.3,11.6
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 13:40:00","2025-09-09T06:40:00.000Z",2,8.9,8.9,1398,425,425,30.5,30.5,37.3,74,74,92,98,1,6.3,8.9
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 13:35:00","2025-09-09T06:35:00.000Z",1,9.1,9.1,1285,419,419,30.4,30.4,37.2,74,74,92,98,1,6.2,9.1
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 13:30:00","2025-09-09T06:30:00.000Z",2,8.9,8.9,1328,416,416,30.3,30.3,37.1,74,74,127,132,1,6.3,9.1
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 13:25:00","2025-09-09T06:25:00.000Z",2,7.9,7.9,1146,420,420,30.3,30.3,36.9,74,74,1018,392,1,5.8,8.1
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 13:20:00","2025-09-09T06:20:00.000Z",1,9.4,9.4,1392,424,424,30.3,30.3,37,74,74,68,72,1,6.8,9.5
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 13:15:00","2025-09-09T06:15:00.000Z",2,7.4,7.4,1080,422,422,30.3,30.3,37,74,74,73,77,1,5.2,7.7
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 13:10:00","2025-09-09T06:10:00.000Z",2,6.9,6.9,1029,427,427,30.3,30.3,37,75,75,94,100,1,4.9,7.4
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 13:05:00","2025-09-09T06:05:00.000Z",1,10.9,10.9,1572,426,426,30.3,30.3,37.1,75,75,94,100,1,8.6,11.6
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 13:00:00","2025-09-09T06:00:00.000Z",2,8.1,8.1,1212,422,422,30.3,30.3,37,75,75,94,100,1,5.8,8.6
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 12:55:00","2025-09-09T05:55:00.000Z",2,8.6,8.6,1220,426,426,30.3,30.3,37,75,75,94,100,1,5.7,9
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 12:50:00","2025-09-09T05:50:00.000Z",1,9.8,9.8,1426,417,417,30.3,30.3,36.9,74,74,94,100,1,7.6,9.8
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 12:45:00","2025-09-09T05:45:00.000Z",2,6.7,6.7,1076,424,424,30.3,30.3,37,74,74,90,96,1,5.1,6.8
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 12:40:00","2025-09-09T05:40:00.000Z",2,6.3,6.3,940,425,425,30.2,30.2,36.7,75,75,90,96,1,4.4,6.3
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 12:35:00","2025-09-09T05:35:00.000Z",1,6.2,6.2,904,428,428,30.1,30.1,36.6,75,75,85,90,1,4.3,6.7
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 12:30:00","2025-09-09T05:30:00.000Z",2,6.8,6.8,1048,416,416,30,30,36.5,76,76,75,79,1,4.7,7.3
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-09 12:25:00","2025-09-09T05:25:00.000Z",2,9.8,9.8,1324,422,422,29.8,29.8,36.2,76,76,28,24,1,6.6,10
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 15:15:00","2025-09-08T08:15:00.000Z",2,2.3,2.3,450,413,413,29.3,29.3,34.9,78,78,30,27,1,1.3,2.9
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 15:10:00","2025-09-08T08:10:00.000Z",1,3.9,3.9,575,412,412,29.2,29.2,34.8,78,78,30,27,1,1.9,4
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 15:05:00","2025-09-08T08:05:00.000Z",2,2.8,2.8,539,415,415,29.2,29.2,34.8,78,78,30,27,1,1.5,3.3
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 15:00:00","2025-09-08T08:00:00.000Z",2,4.3,4.3,704,409,409,29.1,29.1,34.7,78,78,30,27,1,3.2,4.6
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 14:55:00","2025-09-08T07:55:00.000Z",1,2.8,2.8,639,416,416,29.1,29.1,34.7,78,78,30,27,1,1.9,2.8
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 14:50:00","2025-09-08T07:50:00.000Z",2,3.6,3.6,684,412,412,29,29,34.7,79,79,30,27,1,2.7,3.7
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 14:45:00","2025-09-08T07:45:00.000Z",2,5.5,5.5,890,410,410,29,29,34.5,79,79,30,27,1,4.2,6.1
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 14:40:00","2025-09-08T07:40:00.000Z",1,5.8,5.8,937,411,411,29,29,34.5,79,79,30,27,1,4.7,6
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 14:35:00","2025-09-08T07:35:00.000Z",2,5.5,5.5,909,413,413,29,29,34.7,80,80,30,27,1,4.2,5.9
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 14:30:00","2025-09-08T07:30:00.000Z",2,6.1,6.1,956,414,414,29,29,34.5,80,80,30,27,1,4.6,6.4
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 14:25:00","2025-09-08T07:25:00.000Z",1,5.6,5.6,953,424,424,28.9,28.9,34.8,81,81,30,27,1,4.2,5.8
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 14:20:00","2025-09-08T07:20:00.000Z",2,7.1,7.1,1110,416,416,28.9,28.9,34.8,82,82,30,27,1,5,7.3
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 14:15:00","2025-09-08T07:15:00.000Z",2,6.7,6.7,942,413,413,28.9,28.9,34.8,82,82,30,27,2,4.5,6.9
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 14:10:00","2025-09-08T07:10:00.000Z",1,7.7,7.7,1164,413,413,28.8,28.8,34.6,82,82,29,26,2,5.6,8.1
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 14:05:00","2025-09-08T07:05:00.000Z",2,6.2,6.2,1114,414,414,28.8,28.8,34.7,82,82,30,27,2,5.1,6.9
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 14:00:00","2025-09-08T07:00:00.000Z",2,7.3,7.3,1084,426,426,28.8,28.8,34.8,83,83,30,27,2,5.2,7.6
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 13:55:00","2025-09-08T06:55:00.000Z",1,8.8,8.8,1348,440,440,28.8,28.8,34.8,83,83,30,27,2,6.5,8.8
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 13:50:00","2025-09-08T06:50:00.000Z",2,9.1,9.1,1435,430,430,28.8,28.8,34.8,83,83,30,27,2,7,9.1
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 13:45:00","2025-09-08T06:45:00.000Z",2,12.9,12.9,1936,428,428,28.8,28.8,34.9,84,84,30,27,2,9.7,13.1
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 13:40:00","2025-09-08T06:40:00.000Z",1,15.6,15.6,2364,429,429,28.7,28.7,34.8,84,84,29,26,2,11.5,16.3
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 13:35:00","2025-09-08T06:35:00.000Z",2,15.8,15.8,2362,443,443,28.7,28.7,34.8,84,84,29,26,2,12.6,16.5
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 13:30:00","2025-09-08T06:30:00.000Z",2,15.1,15.1,2200,440,440,28.7,28.7,34.8,84,84,29,26,2,11.5,15.4
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 13:25:00","2025-09-08T06:25:00.000Z",1,13.1,13.1,2017,442,442,28.6,28.6,34.7,85,85,28,25,1,9.9,14.1
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 13:20:00","2025-09-08T06:20:00.000Z",2,13.4,13.4,2014,438,438,28.6,28.6,34.5,85,85,28,24,1,10.4,13.6
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 13:15:00","2025-09-08T06:15:00.000Z",2,11.6,11.6,1787,432,432,28.5,28.5,34.2,84,84,28,24,1,9.2,11.8
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 13:10:00","2025-09-08T06:10:00.000Z",1,9.7,9.7,1397,431,431,28.4,28.4,33.8,84,84,28,24,1,7.2,9.9
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 13:05:00","2025-09-08T06:05:00.000Z",2,7.1,7.1,1128,426,426,28.4,28.4,33.7,83,83,28,24,1,5.6,7.1
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 13:00:00","2025-09-08T06:00:00.000Z",2,6.6,6.6,1122,434,434,28.4,28.4,33.7,83,83,29,26,1,4.9,6.7
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 12:55:00","2025-09-08T05:55:00.000Z",1,7.5,7.5,1183,455,455,28.4,28.4,33.7,83,83,30,27,1,6,7.5
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 12:50:00","2025-09-08T05:50:00.000Z",2,7.7,7.7,1141,451,451,28.3,28.3,33.6,84,84,27,23,1,5.6,7.7
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 12:45:00","2025-09-08T05:45:00.000Z",2,6.3,6.3,966,422,422,28.2,28.2,33.1,84,84,25,21,1,4.8,6.4
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 12:40:00","2025-09-08T05:40:00.000Z",1,3.5,3.5,646,411,411,28.1,28.1,32.9,83,83,25,21,1,2.7,3.5
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 12:35:00","2025-09-08T05:35:00.000Z",2,6.1,6.1,982,418,418,28.2,28.2,33.3,84,84,25,21,1,4.4,6.3
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 12:30:00","2025-09-08T05:30:00.000Z",2,6.9,6.9,1102,412,412,28,28,33.1,86,86,25,21,1,4.9,7.3
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 12:25:00","2025-09-08T05:25:00.000Z",1,5.8,5.8,1020,412,412,28.1,28.1,33.4,86,86,25,21,1,4.2,6.7
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 12:20:00","2025-09-08T05:20:00.000Z",2,4.4,4.4,799,413,413,28,28,33,85,85,25,20,1,3.3,4.7
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 12:15:00","2025-09-08T05:15:00.000Z",2,3.9,3.9,674,414,414,28,28,32.8,85,85,26,22,1,2.8,4.1
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 12:10:00","2025-09-08T05:10:00.000Z",1,5.2,5.2,799,413,413,28.1,28.1,33.3,86,86,29,26,1,3.4,5.7
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 12:05:00","2025-09-08T05:05:00.000Z",2,8.5,8.5,1182,414,414,28.3,28.3,33.5,84,84,33,31,1,5.8,9
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 12:00:00","2025-09-08T05:00:00.000Z",2,10.3,10.3,1510,418,418,28.3,28.3,33.5,84,84,24,19,1,7.7,11.2
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 11:55:00","2025-09-08T04:55:00.000Z",1,7.1,7.1,1094,414,414,28.2,28.2,33.7,86,86,24,19,1,5.6,7.1
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 11:50:00","2025-09-08T04:50:00.000Z",2,7.7,7.7,1159,416,416,28.6,28.6,34.5,84,84,24,19,1,5.9,8.1
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 11:45:00","2025-09-08T04:45:00.000Z",2,11,11,1704,418,418,28.8,28.8,35,83,83,24,19,1,9.1,11.1
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 11:40:00","2025-09-08T04:40:00.000Z",1,11.4,11.4,1667,422,422,29,29,35.3,82,82,24,19,1,9.6,11.6
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 11:35:00","2025-09-08T04:35:00.000Z",2,14.4,14.4,2148,444,444,29.1,29.1,35.5,82,82,23,18,1,11.3,14.6
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 11:30:00","2025-09-08T04:30:00.000Z",2,11.3,11.3,1792,424,424,29.2,29.2,35.8,83,83,23,18,1,9.1,11.5
67284,"Indoor คลองเตยล็อค6 (Khong tei Lock6)",,"Indoor","airgradient:744dbdbfdaac",false,"2025-09-08 11:25:00","2025-09-08T04:25:00.000Z",1,11.1,11.1,1638,414,414,29.2,29.2,35.9,82,82,23,18,1,8.6,11.1
